age,workclass,education_num,marital_status,occupation,relationship,capital_gain,capital_loss,hours_per_week
68,Self-emp-inc,9,Widowed,Other-service,Unmarried,0,0,15
42,Private,11,Married-civ-spouse,Exec-managerial,Husband,15024,0,55
25,Private,9,Never-married,Farming-fishing,Own-child,0,0,40
26,Private,12,Never-married,Adm-clerical,Unmarried,0,0,32
24,Private,10,Never-married,Adm-clerical,Not-in-family,0,0,40
46,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,0,0,50
21,Self-emp-not-inc,10,Never-married,Tech-support,Not-in-family,0,0,25
51,Private,12,Separated,Other-service,Not-in-family,0,0,40
30,State-gov,13,Never-married,Adm-clerical,Own-child,0,0,40
19,?,10,Never-married,?,Own-child,0,0,60
42,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,15024,0,40
34,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
48,Private,14,Married-civ-spouse,Exec-managerial,Husband,0,0,40
24,Private,12,Never-married,Handlers-cleaners,Own-child,0,0,30
33,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,45
52,Private,3,Married-civ-spouse,Sales,Wife,0,0,15
34,State-gov,9,Separated,Adm-clerical,Unmarried,0,0,20
20,Private,10,Never-married,Tech-support,Not-in-family,0,0,10
36,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40
47,Local-gov,7,Married-civ-spouse,Transport-moving,Husband,3411,0,40
41,Self-emp-not-inc,9,Divorced,Transport-moving,Not-in-family,0,1590,40
33,Private,16,Divorced,Sales,Not-in-family,99999,0,60
35,Private,9,Separated,Other-service,Not-in-family,0,0,40
36,Private,14,Never-married,Exec-managerial,Not-in-family,0,0,15
39,Private,10,Married-civ-spouse,Sales,Husband,0,0,40
23,Private,7,Never-married,Other-service,Other-relative,0,0,40
43,Private,13,Married-civ-spouse,Exec-managerial,Husband,3103,0,40
21,Private,9,Never-married,Handlers-cleaners,Own-child,0,0,40
35,Self-emp-inc,14,Married-civ-spouse,Adm-clerical,Husband,0,0,50
37,Private,9,Married-spouse-absent,Farming-fishing,Unmarried,0,0,40
90,Private,9,Never-married,Other-service,Not-in-family,0,2206,40
41,Private,13,Married-civ-spouse,Sales,Husband,0,0,70
18,Private,9,Never-married,Adm-clerical,Own-child,0,0,40
42,Self-emp-not-inc,16,Never-married,Prof-specialty,Not-in-family,0,0,45
27,State-gov,10,Married-civ-spouse,Exec-managerial,Husband,0,0,40
55,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,0,0,20
55,Private,10,Married-civ-spouse,Tech-support,Husband,0,0,40
26,Self-emp-not-inc,5,Married-civ-spouse,Craft-repair,Husband,0,0,40
30,Private,5,Married-civ-spouse,Craft-repair,Husband,2580,0,40
54,Private,13,Married-civ-spouse,Transport-moving,Husband,0,0,40
21,Private,10,Never-married,Adm-clerical,Own-child,0,0,30
69,Private,2,Widowed,Priv-house-serv,Not-in-family,0,0,4
19,?,10,Never-married,?,Own-child,594,0,10
28,State-gov,14,Married-civ-spouse,Exec-managerial,Husband,0,0,40
35,Private,9,Married-civ-spouse,Transport-moving,Husband,0,0,50
21,Private,9,Never-married,Other-service,Not-in-family,0,0,50
17,?,6,Never-married,?,Own-child,0,0,40
30,Private,10,Divorced,Craft-repair,Not-in-family,0,0,40
37,Federal-gov,9,Divorced,Prof-specialty,Unmarried,0,0,40
48,State-gov,13,Never-married,Exec-managerial,Not-in-family,0,0,50
34,Self-emp-not-inc,9,Never-married,Craft-repair,Not-in-family,0,0,45
26,Private,13,Never-married,Sales,Not-in-family,0,0,40
47,Private,9,Married-civ-spouse,Other-service,Husband,0,0,40
40,Private,15,Married-civ-spouse,Prof-specialty,Husband,0,0,40
40,Private,11,Married-civ-spouse,Exec-managerial,Husband,7688,0,44
29,Private,9,Never-married,Other-service,Unmarried,0,0,40
63,Self-emp-not-inc,6,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40
31,Private,11,Never-married,Other-service,Not-in-family,0,0,40
45,Private,10,Married-civ-spouse,Transport-moving,Husband,0,0,55
32,State-gov,16,Never-married,Prof-specialty,Not-in-family,0,0,70
67,Local-gov,4,Widowed,Other-service,Not-in-family,0,0,20
60,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
25,Private,10,Never-married,Other-service,Not-in-family,0,0,40
38,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40
22,Private,10,Never-married,Craft-repair,Own-child,0,0,35
19,Private,9,Never-married,Handlers-cleaners,Own-child,0,0,25
21,Private,9,Never-married,Craft-repair,Not-in-family,0,0,30
26,Private,4,Never-married,Handlers-cleaners,Unmarried,0,0,40
40,Private,10,Married-civ-spouse,Craft-repair,Husband,0,0,44
39,Local-gov,14,Divorced,Prof-specialty,Not-in-family,0,0,40
39,Local-gov,6,Divorced,Handlers-cleaners,Own-child,0,0,40
37,Private,14,Never-married,Exec-managerial,Not-in-family,0,0,40
38,Private,3,Married-civ-spouse,Other-service,Husband,0,0,75
36,Private,14,Never-married,Adm-clerical,Not-in-family,13550,0,50
53,Private,9,Married-civ-spouse,Sales,Wife,0,0,26
29,Private,11,Never-married,Tech-support,Not-in-family,0,0,40
25,Private,10,Married-civ-spouse,Adm-clerical,Wife,0,0,56
37,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,99999,0,50
45,Private,9,Married-civ-spouse,Transport-moving,Husband,0,2179,45
32,Private,9,Never-married,Adm-clerical,Not-in-family,0,0,42
20,Private,9,Married-civ-spouse,Adm-clerical,Husband,3781,0,50
49,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,15024,0,40
33,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,0,0,40
20,Private,10,Never-married,Sales,Not-in-family,0,0,20
30,Private,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40
54,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,45
31,Federal-gov,9,Never-married,Machine-op-inspct,Unmarried,0,0,40
25,Private,10,Married-civ-spouse,Sales,Husband,0,0,45
26,Private,13,Never-married,Adm-clerical,Not-in-family,0,0,40
59,Federal-gov,14,Never-married,Prof-specialty,Not-in-family,0,0,40
37,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,45
37,Private,9,Separated,Exec-managerial,Own-child,0,0,40
35,Self-emp-not-inc,12,Married-civ-spouse,Craft-repair,Husband,0,0,40
21,Private,10,Never-married,Other-service,Own-child,0,0,35
23,Private,10,Never-married,Handlers-cleaners,Own-child,0,0,22
41,Self-emp-inc,9,Divorced,Craft-repair,Not-in-family,0,0,55
52,Private,10,Never-married,Adm-clerical,Unmarried,0,0,45
52,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40
30,Private,13,Married-AF-spouse,Exec-managerial,Wife,0,0,40
48,Private,10,Never-married,Handlers-cleaners,Not-in-family,0,0,40
24,Private,12,Married-civ-spouse,Craft-repair,Husband,0,0,40
22,State-gov,13,Never-married,Prof-specialty,Own-child,0,0,12
40,Private,13,Never-married,Sales,Not-in-family,0,0,45
24,Private,13,Married-civ-spouse,Other-service,Husband,0,0,33
36,State-gov,13,Married-civ-spouse,Protective-serv,Husband,7298,0,55
59,Private,9,Married-civ-spouse,Prof-specialty,Wife,0,0,38
25,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40
27,Private,10,Never-married,Other-service,Not-in-family,0,0,24
46,Private,13,Separated,Exec-managerial,Unmarried,0,0,40
30,Local-gov,9,Married-civ-spouse,Adm-clerical,Wife,0,0,40
69,Local-gov,6,Married-civ-spouse,Exec-managerial,Husband,0,0,20
19,Private,9,Never-married,Machine-op-inspct,Other-relative,0,0,40
62,Self-emp-not-inc,9,Married-civ-spouse,Sales,Wife,0,0,48
52,Private,9,Married-civ-spouse,Transport-moving,Husband,0,0,40
36,Private,13,Never-married,Craft-repair,Not-in-family,0,0,35
48,Self-emp-not-inc,10,Married-civ-spouse,Prof-specialty,Husband,0,0,35
22,Private,9,Never-married,Handlers-cleaners,Not-in-family,0,0,40
43,Self-emp-not-inc,14,Divorced,Exec-managerial,Unmarried,0,0,45
43,Private,9,Divorced,Exec-managerial,Unmarried,0,0,40
79,Self-emp-inc,8,Widowed,Sales,Not-in-family,18481,0,45
69,?,9,Divorced,?,Not-in-family,2964,0,35
40,Private,12,Never-married,Adm-clerical,Own-child,0,0,45
19,Private,9,Never-married,Handlers-cleaners,Other-relative,0,0,30
58,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
18,Private,9,Never-married,Other-service,Own-child,0,0,20
38,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,0,0,54
54,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,0,0,50
31,Private,4,Never-married,Handlers-cleaners,Other-relative,0,0,25
26,Private,3,Married-civ-spouse,Craft-repair,Husband,0,1628,50
35,Private,9,Never-married,Machine-op-inspct,Not-in-family,0,0,40
44,Private,14,Married-civ-spouse,Exec-managerial,Husband,5178,0,40
40,Private,9,Married-civ-spouse,Sales,Husband,0,0,52
48,Private,13,Married-civ-spouse,Exec-managerial,Husband,7298,0,60
43,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,0,1887,40
64,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,0,0,20
23,Private,9,Never-married,Adm-clerical,Not-in-family,0,0,40
35,Private,13,Never-married,Other-service,Other-relative,0,0,50
42,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,55
26,State-gov,13,Never-married,Prof-specialty,Own-child,0,0,40
31,Private,12,Married-civ-spouse,Sales,Husband,4386,0,45
65,Private,9,Married-civ-spouse,Adm-clerical,Husband,0,0,20
49,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,0,0,60
52,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40
20,State-gov,9,Never-married,Transport-moving,Own-child,0,0,40
60,Private,5,Married-civ-spouse,Sales,Husband,0,0,40
44,Private,13,Married-civ-spouse,Sales,Husband,0,0,60
36,State-gov,16,Married-civ-spouse,Prof-specialty,Wife,0,0,36
35,Private,9,Divorced,Machine-op-inspct,Unmarried,0,0,40
28,Private,9,Never-married,Sales,Not-in-family,0,0,45
44,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,0,0,40
63,Private,6,Married-civ-spouse,Adm-clerical,Husband,0,0,45
41,State-gov,9,Never-married,Other-service,Not-in-family,0,0,40
45,Local-gov,10,Divorced,Adm-clerical,Unmarried,0,0,40
18,Private,7,Never-married,Sales,Own-child,0,0,30
57,Private,9,Separated,Machine-op-inspct,Not-in-family,2174,0,40
38,Federal-gov,9,Never-married,Adm-clerical,Unmarried,0,0,40
35,State-gov,9,Divorced,Prof-specialty,Unmarried,0,0,40
19,Private,9,Never-married,Sales,Own-child,0,0,12
43,Private,9,Never-married,Handlers-cleaners,Own-child,0,0,40
19,Private,9,Never-married,Other-service,Own-child,0,0,40
22,Private,12,Married-civ-spouse,Exec-managerial,Husband,0,0,6
36,Private,11,Married-civ-spouse,Exec-managerial,Wife,0,0,50
40,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,7688,0,66
47,Private,10,Married-civ-spouse,Craft-repair,Husband,0,0,40
63,Private,9,Married-civ-spouse,Adm-clerical,Husband,2105,0,40
45,Local-gov,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40
60,Private,10,Divorced,Adm-clerical,Not-in-family,0,0,40
35,Federal-gov,10,Married-civ-spouse,Protective-serv,Husband,0,0,40
23,Self-emp-not-inc,2,Married-civ-spouse,Sales,Other-relative,0,0,40
75,?,10,Married-civ-spouse,?,Husband,0,0,8
36,Private,13,Married-civ-spouse,Sales,Husband,0,0,40
29,Private,10,Never-married,Craft-repair,Own-child,0,0,40
39,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,15024,0,50
56,Private,10,Widowed,Craft-repair,Unmarried,0,0,38
30,Private,13,Never-married,Prof-specialty,Not-in-family,0,0,45
43,Local-gov,10,Divorced,Adm-clerical,Not-in-family,594,0,20
58,Private,9,Widowed,Sales,Not-in-family,0,0,35
20,Private,10,Never-married,Handlers-cleaners,Own-child,0,0,20
20,Private,5,Never-married,Handlers-cleaners,Own-child,0,0,28
39,Private,9,Married-civ-spouse,Exec-managerial,Husband,0,0,55
59,?,9,Married-civ-spouse,?,Wife,0,0,40
31,Private,5,Never-married,Other-service,Own-child,0,0,40
43,Local-gov,14,Divorced,Prof-specialty,Unmarried,914,0,40
33,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,0,0,50
62,Private,10,Divorced,Adm-clerical,Not-in-family,0,0,40
18,Private,8,Never-married,Adm-clerical,Own-child,0,0,40
21,?,7,Married-civ-spouse,?,Wife,0,0,40
52,Private,9,Married-civ-spouse,Sales,Husband,0,0,60
44,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40
40,Local-gov,10,Divorced,Transport-moving,Unmarried,6849,0,40
38,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50
32,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40
41,Federal-gov,9,Married-civ-spouse,Transport-moving,Husband,0,0,40
44,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,0,0,50
40,Private,11,Divorced,Craft-repair,Unmarried,0,0,50
34,Federal-gov,10,Never-married,Adm-clerical,Not-in-family,0,0,72
39,State-gov,9,Married-civ-spouse,Protective-serv,Husband,0,0,50
28,Private,9,Never-married,Craft-repair,Not-in-family,0,0,40
55,Private,10,Married-civ-spouse,Craft-repair,Husband,0,0,38
57,Private,9,Married-civ-spouse,Sales,Husband,0,0,50
32,State-gov,13,Married-civ-spouse,Protective-serv,Husband,0,0,40
39,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,0,0,60
28,Private,9,Never-married,Handlers-cleaners,Own-child,0,0,40
42,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,45
58,State-gov,9,Divorced,Other-service,Own-child,0,0,40
31,Private,9,Never-married,Handlers-cleaners,Other-relative,0,0,35
19,Private,10,Never-married,Exec-managerial,Own-child,0,0,30
32,Private,9,Married-civ-spouse,Transport-moving,Husband,0,0,20
26,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40
24,Private,9,Never-married,Other-service,Own-child,0,0,35
35,Private,10,Married-civ-spouse,Craft-repair,Husband,0,0,40
56,Private,4,Married-civ-spouse,Craft-repair,Husband,0,0,40
59,Private,6,Married-civ-spouse,Transport-moving,Husband,0,0,50
20,Private,9,Never-married,Machine-op-inspct,Own-child,0,0,40
42,Private,10,Married-civ-spouse,Prof-specialty,Husband,15024,0,32
27,Private,10,Married-civ-spouse,Adm-clerical,Husband,2829,0,40
24,Private,10,Never-married,Other-service,Unmarried,0,0,35
37,Private,10,Separated,Other-service,Not-in-family,0,0,40
20,Private,9,Married-civ-spouse,Adm-clerical,Husband,0,0,60
47,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,99999,0,50
35,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
25,Private,10,Never-married,Tech-support,Not-in-family,0,0,40
36,Private,13,Married-civ-spouse,Exec-managerial,Husband,5013,0,50
54,Private,12,Widowed,Adm-clerical,Unmarried,0,0,30
82,Private,9,Widowed,Exec-managerial,Not-in-family,0,4356,18
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,40
61,Private,10,Married-civ-spouse,Sales,Husband,0,0,44
50,Private,10,Married-civ-spouse,Protective-serv,Husband,0,0,70
35,Private,4,Divorced,Tech-support,Unmarried,0,0,40
28,Private,10,Never-married,Other-service,Not-in-family,0,0,40
37,Private,14,Divorced,Exec-managerial,Unmarried,0,0,60
36,Private,5,Married-civ-spouse,Craft-repair,Husband,0,0,35
41,Local-gov,10,Divorced,Protective-serv,Not-in-family,0,0,20
35,Private,9,Married-civ-spouse,Adm-clerical,Husband,0,0,40
40,Private,14,Married-civ-spouse,Prof-specialty,Husband,0,0,50
22,Private,9,Never-married,Adm-clerical,Not-in-family,0,0,55
29,Private,12,Never-married,Adm-clerical,Not-in-family,0,0,40
24,State-gov,14,Married-spouse-absent,Prof-specialty,Not-in-family,0,0,10
66,Private,13,Married-civ-spouse,Sales,Husband,0,0,5
38,Private,13,Never-married,Other-service,Not-in-family,0,0,20
22,?,10,Never-married,?,Own-child,0,0,40
55,Private,9,Divorced,Adm-clerical,Not-in-family,0,0,29
28,Private,10,Never-married,Exec-managerial,Not-in-family,2174,0,55
35,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,1887,50
52,Private,10,Married-civ-spouse,Adm-clerical,Wife,0,0,35
32,Private,10,Never-married,Prof-specialty,Own-child,0,0,40
28,Private,10,Never-married,Sales,Not-in-family,0,0,50
41,Private,10,Married-civ-spouse,Craft-repair,Husband,0,0,40
35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,30
44,Private,9,Divorced,Craft-repair,Not-in-family,0,0,40
53,Local-gov,14,Married-civ-spouse,Adm-clerical,Husband,0,0,38
63,Private,9,Never-married,Craft-repair,Not-in-family,0,0,40
54,Self-emp-inc,10,Married-civ-spouse,Transport-moving,Husband,0,0,40
21,Private,10,Married-spouse-absent,Adm-clerical,Own-child,0,0,15
30,Private,13,Never-married,Sales,Not-in-family,0,0,65
36,Private,9,Never-married,Adm-clerical,Not-in-family,0,0,40
22,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,43
35,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,35
53,Private,13,Divorced,Prof-specialty,Not-in-family,14344,0,55
42,Local-gov,7,Married-civ-spouse,Transport-moving,Husband,0,0,40
27,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
31,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40
21,Private,10,Never-married,Craft-repair,Not-in-family,0,0,55
36,Local-gov,10,Divorced,Adm-clerical,Unmarried,0,0,65
55,Private,15,Married-civ-spouse,Exec-managerial,Husband,99999,0,40
56,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,1902,65
25,Private,13,Never-married,Exec-managerial,Not-in-family,0,0,40
59,Private,10,Separated,Sales,Not-in-family,14084,0,60
59,Self-emp-not-inc,10,Married-civ-spouse,Sales,Wife,0,0,80
49,Local-gov,11,Married-civ-spouse,Craft-repair,Husband,0,0,40
36,Private,9,Married-civ-spouse,Prof-specialty,Husband,0,2377,60
34,Private,11,Married-civ-spouse,Prof-specialty,Husband,4386,0,50
39,Private,13,Married-civ-spouse,Tech-support,Husband,3137,0,40
30,Private,9,Never-married,Transport-moving,Not-in-family,0,0,45
31,Private,9,Married-civ-spouse,Transport-moving,Husband,0,0,45
36,Private,14,Married-civ-spouse,Sales,Husband,15024,0,45
30,Private,13,Never-married,Exec-managerial,Not-in-family,0,0,45
39,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
27,Private,11,Never-married,Exec-managerial,Own-child,0,0,50
43,Private,10,Married-civ-spouse,Adm-clerical,Wife,0,0,38
35,Private,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
51,Private,10,Divorced,Exec-managerial,Not-in-family,0,0,50
40,Private,5,Never-married,Craft-repair,Other-relative,0,0,49
45,Self-emp-inc,12,Married-civ-spouse,Exec-managerial,Husband,0,0,50
37,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,36
21,Private,10,Never-married,Other-service,Own-child,0,0,40
18,Private,6,Never-married,Handlers-cleaners,Own-child,0,0,27
19,?,10,Never-married,?,Own-child,0,0,23
67,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,0,0,16
51,Private,7,Married-civ-spouse,Craft-repair,Husband,0,0,40
49,Self-emp-inc,10,Divorced,Craft-repair,Not-in-family,0,0,55
30,Private,9,Married-civ-spouse,Exec-managerial,Other-relative,0,0,40
36,State-gov,14,Never-married,Prof-specialty,Own-child,0,0,40
44,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,0,1977,40
49,Private,5,Married-civ-spouse,Handlers-cleaners,Husband,0,0,45
57,Private,9,Married-civ-spouse,Prof-specialty,Husband,0,0,15
49,Private,9,Married-civ-spouse,Sales,Husband,0,0,40
36,Self-emp-not-inc,15,Divorced,Prof-specialty,Unmarried,25236,0,40
18,Private,9,Never-married,Adm-clerical,Other-relative,0,0,30
42,Private,10,Married-civ-spouse,Other-service,Husband,0,0,40
61,Private,9,Married-civ-spouse,Other-service,Husband,0,0,40
90,Private,9,Widowed,Adm-clerical,Unmarried,0,0,25
25,?,13,Married-spouse-absent,?,Not-in-family,0,0,40
39,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,1902,50
20,Private,10,Never-married,Machine-op-inspct,Other-relative,0,0,40
32,Private,2,Never-married,Farming-fishing,Not-in-family,0,0,50
21,Private,9,Never-married,Adm-clerical,Own-child,0,0,40
17,?,6,Never-married,?,Own-child,0,0,25
25,Private,13,Married-civ-spouse,Craft-repair,Husband,0,0,60
34,Private,13,Married-civ-spouse,Exec-managerial,Husband,0,0,50
48,State-gov,15,Married-civ-spouse,Prof-specialty,Husband,15024,0,50
24,Local-gov,13,Never-married,Prof-specialty,Not-in-family,0,0,35
40,Private,9,Separated,Transport-moving,Unmarried,0,0,40
36,Private,12,Married-civ-spouse,Craft-repair,Husband,0,0,52
59,Local-gov,13,Never-married,Adm-clerical,Not-in-family,0,0,38
24,Private,10,Never-married,Handlers-cleaners,Other-relative,0,0,40
24,Private,10,Never-married,Tech-support,Own-child,0,0,20
48,Private,9,Never-married,Other-service,Unmarried,0,0,32
38,Private,14,Never-married,Adm-clerical,Not-in-family,0,0,50
38,Self-emp-not-inc,9,Married-civ-spouse,Prof-specialty,Husband,0,0,50
55,Private,7,Married-civ-spouse,Other-service,Husband,0,1672,40
28,Private,9,Married-civ-spouse,Transport-moving,Husband,0,1740,40
29,?,10,Divorced,?,Unmarried,0,0,8
85,Self-emp-not-inc,9,Widowed,Sales,Not-in-family,0,0,50
38,Private,9,Never-married,Craft-repair,Unmarried,0,0,40
39,Private,13,Divorced,Adm-clerical,Unmarried,0,0,40
41,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,0,0,40
65,State-gov,9,Married-civ-spouse,Adm-clerical,Husband,0,2174,40
39,Private,13,Married-civ-spouse,Sales,Husband,0,0,40
33,Private,13,Divorced,Exec-managerial,Not-in-family,0,0,40
23,Private,10,Never-married,Other-service,Own-child,0,0,32
67,?,7,Married-civ-spouse,?,Husband,0,419,3
37,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40
65,Private,4,Married-civ-spouse,Craft-repair,Husband,0,0,40
37,Private,9,Never-married,Adm-clerical,Own-child,0,0,38
29,Private,10,Never-married,Sales,Own-child,0,0,80
44,Self-emp-not-inc,11,Widowed,Prof-specialty,Unmarried,0,0,40
45,Private,9,Married-civ-spouse,Craft-repair,Husband,0,2051,40
47,Private,4,Married-spouse-absent,Other-service,Unmarried,0,0,30
51,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,0,0,45
22,Private,8,Never-married,Handlers-cleaners,Own-child,0,0,40
47,Private,9,Married-civ-spouse,Other-service,Husband,0,0,25
47,Self-emp-not-inc,3,Married-civ-spouse,Sales,Husband,0,0,55
31,Local-gov,10,Never-married,Adm-clerical,Not-in-family,0,0,40
40,Private,10,Divorced,Craft-repair,Not-in-family,0,0,60
38,Private,9,Never-married,Adm-clerical,Not-in-family,0,0,38
25,Private,2,Married-civ-spouse,Farming-fishing,Husband,0,0,96
61,?,9,Married-civ-spouse,?,Husband,0,0,16
34,Federal-gov,14,Married-civ-spouse,Adm-clerical,Husband,0,0,50
30,Private,9,Never-married,Other-service,Not-in-family,0,0,50
58,Private,15,Married-civ-spouse,Prof-specialty,Husband,0,0,45
43,Private,5,Divorced,Handlers-cleaners,Unmarried,0,0,40
45,Private,9,Married-spouse-absent,Craft-repair,Not-in-family,0,0,72
58,Private,9,Married-civ-spouse,Sales,Wife,0,0,40
31,Private,14,Married-civ-spouse,Prof-specialty,Wife,0,0,50
23,Private,9,Never-married,Tech-support,Not-in-family,0,0,40
46,Private,13,Never-married,Adm-clerical,Unmarried,0,0,40
45,Private,12,Divorced,Tech-support,Unmarried,0,0,40
34,Private,13,Divorced,Prof-specialty,Unmarried,0,0,40
47,State-gov,16,Divorced,Prof-specialty,Unmarried,0,0,50
27,Private,14,Never-married,Prof-specialty,Not-in-family,0,0,40
33,Private,14,Married-civ-spouse,Exec-managerial,Wife,0,0,50
18,Private,7,Never-married,Sales,Own-child,0,0,20
24,Private,9,Married-civ-spouse,Craft-repair,Wife,0,0,36
36,Private,9,Married-civ-spouse,Sales,Husband,0,0,40
33,Private,7,Never-married,Adm-clerical,Unmarried,0,0,38
76,?,7,Widowed,?,Other-relative,0,0,16
18,Private,10,Never-married,Transport-moving,Own-child,2907,0,30
61,?,9,Married-civ-spouse,?,Husband,0,0,40
24,State-gov,10,Never-married,Adm-clerical,Own-child,0,0,12
55,Private,9,Married-civ-spouse,Adm-clerical,Husband,6418,0,50
24,Private,10,Never-married,Sales,Other-relative,0,0,35
18,Private,7,Never-married,Other-service,Own-child,0,0,8
70,?,9,Married-civ-spouse,?,Husband,0,0,60
50,Private,13,Separated,Prof-specialty,Own-child,0,0,40
53,Private,15,Never-married,Prof-specialty,Not-in-family,0,0,40
53,Private,10,Married-civ-spouse,Tech-support,Husband,0,0,40
35,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,0,2377,40
26,Private,9,Never-married,Adm-clerical,Own-child,0,0,40
51,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40
48,Self-emp-not-inc,9,Married-civ-spouse,Sales,Wife,0,0,50
17,Private,7,Never-married,Other-service,Own-child,0,0,20
19,Private,9,Never-married,Other-service,Not-in-family,0,0,30
43,State-gov,13,Married-civ-spouse,Adm-clerical,Husband,0,0,50
37,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,0,1485,44
31,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Wife,0,0,40
57,Private,6,Divorced,Adm-clerical,Other-relative,0,0,70
53,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,0,1887,40
21,?,10,Never-married,?,Own-child,0,0,40
57,Local-gov,14,Married-civ-spouse,Protective-serv,Husband,0,0,14
22,Private,13,Never-married,Prof-specialty,Own-child,0,0,40
69,Self-emp-not-inc,10,Widowed,Farming-fishing,Not-in-family,0,0,14
28,Private,4,Married-civ-spouse,Craft-repair,Husband,0,0,40
31,Private,9,Separated,Machine-op-inspct,Unmarried,0,2238,40
43,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,0,0,37
53,Private,2,Married-civ-spouse,Other-service,Husband,0,0,35
59,Private,9,Never-married,Machine-op-inspct,Not-in-family,0,0,40
49,Private,11,Married-civ-spouse,Prof-specialty,Wife,15024,0,60
63,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40
23,Private,9,Never-married,Machine-op-inspct,Own-child,0,0,40
52,Private,3,Married-civ-spouse,Craft-repair,Husband,0,0,40
64,Private,9,Divorced,Craft-repair,Unmarried,0,0,20
23,Private,13,Never-married,Prof-specialty,Not-in-family,0,0,40
64,Private,13,Divorced,Exec-managerial,Not-in-family,27828,0,55
61,Private,6,Divorced,Other-service,Not-in-family,0,0,24
33,Private,13,Married-civ-spouse,Prof-specialty,Husband,0,0,40
26,Private,9,Divorced,Machine-op-inspct,Not-in-family,0,0,40
30,Private,9,Married-spouse-absent,Sales,Unmarried,0,0,40
43,Private,13,Married-civ-spouse,Sales,Husband,0,1902,55
35,Private,12,Divorced,Handlers-cleaners,Unmarried,0,0,24
29,Private,9,Married-civ-spouse,Transport-moving,Husband,0,0,60
23,Private,9,Never-married,Adm-clerical,Own-child,0,0,40
